4/3/2016 0:00,20160403,2016,Q2,4,Apr,FY2016,FQ4,10,Apr,16-Apr,Apr-16,201604,1,Sun,Weekend
4/4/2016 0:00,20160404,2016,Q2,4,Apr,FY2016,FQ4,10,Apr,16-Apr,Apr-16,201604,2,Mon,Weekday
4/5/2016 0:00,20160405,2016,Q2,4,Apr,FY2016,FQ4,10,Apr,16-Apr,Apr-16,201604,3,Tue,Weekday
4/6/2016 0:00,20160406,2016,Q2,4,Apr,FY2016,FQ4,10,Apr,16-Apr,Apr-16,201604,4,Wed,Weekday
4/7/2016 0:00,20160407,2016,Q2,4,Apr,FY2016,FQ4,10,Apr,16-Apr,Apr-16,201604,5,Thu,Weekday
4/8/2016 0:00,20160408,2016,Q2,4,Apr,FY2016,FQ4,10,Apr,16-Apr,Apr-16,201604,6,Fri,Weekday
4/9/2016 0:00,20160409,2016,Q2,4,Apr,FY2016,FQ4,10,Apr,16-Apr,Apr-16,201604,7,Sat,Weekend
4/10/2016 0:00,20160410,2016,Q2,4,Apr,FY2016,FQ4,10,Apr,16-Apr,Apr-16,201604,1,Sun,Weekend
4/11/2016 0:00,20160411,2016,Q2,4,Apr,FY2016,FQ4,10,Apr,16-Apr,Apr-16,201604,2,Mon,Weekday
7/4/2016 0:00,20160704,2016,Q3,7,Jul,FY2017,FQ1,1,Jul,16-Jul,Jul-16,201607,2,Mon,Weekday
7/5/2016 0:00,20160705,2016,Q3,7,Jul,FY2017,FQ1,1,Jul,16-Jul,Jul-16,201607,3,Tue,Weekday
7/6/2016 0:00,20160706,2016,Q3,7,Jul,FY2017,FQ1,1,Jul,16-Jul,Jul-16,201607,4,Wed,Weekday
7/7/2016 0:00,20160707,2016,Q3,7,Jul,FY2017,FQ1,1,Jul,16-Jul,Jul-16,201607,5,Thu,Weekday
7/8/2016 0:00,20160708,2016,Q3,7,Jul,FY2017,FQ1,1,Jul,16-Jul,Jul-16,201607,6,Fri,Weekday
7/9/2016 0:00,20160709,2016,Q3,7,Jul,FY2017,FQ1,1,Jul,16-Jul,Jul-16,201607,7,Sat,Weekend
7/10/2016 0:00,20160710,2016,Q3,7,Jul,FY2017,FQ1,1,Jul,16-Jul,Jul-16,201607,1,Sun,Weekend
7/11/2016 0:00,20160711,2016,Q3,7,Jul,FY2017,FQ1,1,Jul,16-Jul,Jul-16,201607,2,Mon,Weekday
7/12/2016 0:00,20160712,2016,Q3,7,Jul,FY2017,FQ1,1,Jul,16-Jul,Jul-16,201607,3,Tue,Weekday
7/13/2016 0:00,20160713,2016,Q3,7,Jul,FY2017,FQ1,1,Jul,16-Jul,Jul-16,201607,4,Wed,Weekday
7/14/2016 0:00,20160714,2016,Q3,7,Jul,FY2017,FQ1,1,Jul,16-Jul,Jul-16,201607,5,Thu,Weekday
7/15/2016 0:00,20160715,2016,Q3,7,Jul,FY2017,FQ1,1,Jul,16-Jul,Jul-16,201607,6,Fri,Weekday
7/16/2016 0:00,20160716,2016,Q3,7,Jul,FY2017,FQ1,1,Jul,16-Jul,Jul-16,201607,7,Sat,Weekend
7/17/2016 0:00,20160717,2016,Q3,7,Jul,FY2017,FQ1,1,Jul,16-Jul,Jul-16,201607,1,Sun,Weekend
7/18/2016 0:00,20160718,2016,Q3,7,Jul,FY2017,FQ1,1,Jul,16-Jul,Jul-16,201607,2,Mon,Weekday
7/19/2016 0:00,20160719,2016,Q3,7,Jul,FY2017,FQ1,1,Jul,16-Jul,Jul-16,201607,3,Tue,Weekday
7/20/2016 0:00,20160720,2016,Q3,7,Jul,FY2017,FQ1,1,Jul,16-Jul,Jul-16,201607,4,Wed,Weekday
7/21/2016 0:00,20160721,2016,Q3,7,Jul,FY2017,FQ1,1,Jul,16-Jul,Jul-16,201607,5,Thu,Weekday
7/22/2016 0:00,20160722,2016,Q3,7,Jul,FY2017,FQ1,1,Jul,16-Jul,Jul-16,201607,6,Fri,Weekday
7/23/2016 0:00,20160723,2016,Q3,7,Jul,FY2017,FQ1,1,Jul,16-Jul,Jul-16,201607,7,Sat,Weekend
7/24/2016 0:00,20160724,2016,Q3,7,Jul,FY2017,FQ1,1,Jul,16-Jul,Jul-16,201607,1,Sun,Weekend
7/25/2016 0:00,20160725,2016,Q3,7,Jul,FY2017,FQ1,1,Jul,16-Jul,Jul-16,201607,2,Mon,Weekday
7/26/2016 0:00,20160726,2016,Q3,7,Jul,FY2017,FQ1,1,Jul,16-Jul,Jul-16,201607,3,Tue,Weekday
